itemID, type, w1, w2, w3, w4, scores, prediction 
38,社区主导,0.05166298426879018,0.008331205882774768,0.011718358060507734,0.047134896620662954,0.11884744483273564,社区主导
39,社区主导,0.08948461716012429,0.01443034659057905,0.02029717794338223,0.08164158998321899,0.20585373167730456,社区主导
40,社区主导,0.010557600143926609,0.001702525351021981,0.00239470755507514,0.00963226182903449,0.02428709487905822,社区主导
41,社区主导,0.10455485695957491,0.016860583098380955,0.023715456398008018,0.09539097370638927,0.24052187016235316,社区主导
42,其他类型,0.42960699308732425,0.06927869844817444,0.0974447884021398,0.39195337809623376,0.9882838580338723,其他类型
43,其他类型,0.4452719131751927,0.07180483347959744,0.10099795408114562,0.40624532037101785,1.0243200211069536,其他类型
44,社区主导,0.09279818751463093,0.014964695065046302,0.021048772231291948,0.0846647369871236,0.21347639179809277,社区主导
45,社区主导,0.09176055112262793,0.01479736515688111,0.02081341233193263,0.0837180459517696,0.21108937456321128,社区主导
46,社区主导,0.030212590950358487,0.004872101738256568,0.00685291342927386,0.027564558479209057,0.06950216459709797,社区主导
47,社区主导,0.048200207878429706,0.007772796347545255,0.010932920397545821,0.04397562099053421,0.110881545614055,社区主导
48,其他类型,[0.20449203],[0.03297652],[0.04638352],[0.18656899],[0.47042106],社区主导
49,其他类型,0.43644454579004593,0.07038132656977736,0.09899570327788941,0.39819164219078035,1.004013217828493,其他类型
50,其他类型,0.4759753039711167,0.07675608191482697,0.10796219225109756,0.4342576617321024,1.0949512398691437,其他类型
51,其他类型,0.5444611697298941,0.08780015642527164,0.12349636838133785,0.4967409705886267,1.2524986651251304,政府主导
52,社区主导,0.6175283573760665,0.0995830178331315,0.14006969412762862,0.563404063803423,1.4205851331402497,政府主导
53,社区主导,0.09424798282389038,0.015198489983792767,0.02137761929246743,0.08598746259018847,0.21681155469033905,社区主导
54,社区主导,0.051938458156111124,0.00837562897801562,0.011780841900603994,0.04738622614380877,0.11948115517853951,社区主导
55,政府主导,0.9985197879652148,0.1610219395821522,0.22648735011127255,0.9110028707315486,2.297031948390188,政府主导
56,社区主导,0.016459974563922748,0.002654346024685955,0.003733502397061842,0.015017312887167613,0.03786513587283816,社区主导
57,社区主导,0.07212842318897994,0.011631475651132952,0.016360392285331083,0.06580660832010454,0.16592689944554853,社区主导
58,其他类型,0.5549034813561501,0.08948409027620456,0.1258649258378569,0.506268048552678,1.2765205460228897,政府主导
59,社区主导,0.061665634118599856,0.009944239594464803,0.013987190071529666,0.05626084769136578,0.1418579114759601,社区主导
60,社区主导,0.025350671770234492,0.004088065541967881,0.005750117866448403,0.02312877024171843,0.05831762542036921,社区主导
61,社区主导,0.14010742270788734,0.02259381258758432,0.031779599445589356,0.12782747606613326,0.3223083108071943,社区主导
62,其他类型,0.3817779224049918,0.06156575192222205,0.08659605049259764,0.34831636536880556,0.8782560901886171,社区主导
63,其他类型,0.6228377580638198,0.10043921518351454,0.14127398883159106,0.5682481132921807,1.4327990753711062,政府主导
64,社区主导,0.6919893991726876,0.11159065305269243,0.15695917818823785,0.6313388445178006,1.5918780749314185,政府主导
65,社区主导,0.019033321434288136,0.003069325586711751,0.004317196902279296,0.017365114517687314,0.0437849584409665,社区主导
66,社区主导,0.1460764511958447,0.023556381938874427,0.03313351296965789,0.13327333918627102,0.33603968529064804,社区主导
67,社区主导,0.040724538694809895,0.006567265154143486,0.009237265965742479,0.03715516918877756,0.09368423900347342,社区主导
68,政府主导,1.04351133355839,0.16827730499756877,0.23669247179401254,0.9520510579463021,2.4005321682962735,政府主导
69,社区主导,0.08700226702585541,0.014030041220410546,0.019734123599607415,0.07937680952945539,0.20014324137532877,社区主导
70,社区主导,0.44735669245090953,0.07214102631886073,0.10147083017174989,0.4081473757212577,1.029115924662778,其他类型
71,社区主导,0.05940075328724751,0.009579003463160917,0.01347346278841179,0.0541944760840174,0.13664769562283763,社区主导
72,社区主导,0.11800713432669471,0.019029905949623418,0.026766743603892567,0.10766420398888228,0.271467987869093,社区主导
73,社区主导,0.04194105080363451,0.0067634406747982025,0.009513199009059954,0.03826505808309511,0.09648274857058778,社区主导
74,其他类型,0.4769677365682575,0.07691612223012388,0.10818729888573773,0.43516311093391064,1.0972342686180299,其他类型
75,社区主导,0.01891481068995385,0.0030502144682902346,0.00429031592829411,0.017256990843422356,0.043512331929960554,社区主导
76,社区主导,0.07968621999588944,0.012850250797588798,0.01807467515894801,0.07270198953386188,0.18331313548628814,社区主导
77,社区主导,0.10273728952263914,0.016567481011127223,0.023303190124067674,0.09373270997165559,0.23634067062948963,社区主导
78,政府主导,0.6986921758699344,0.11267154710946031,0.15847952275310678,0.6374541452726386,1.60729739100514,政府主导
79,社区主导,0.023664005426152723,0.0038160726486618493,0.00536754298370982,0.02158993455719386,0.05443755561571825,社区主导
80,社区主导,0.07583609770040708,0.012229377613983291,0.017201378498413016,0.06918931757069577,0.17445617138349917,社区主导
81,社区主导,0.05439321815900266,0.00877148514595373,0.012337638165350039,0.04962583464886233,0.12512817611916877,社区主导
82,其他类型,0.4289318913118656,0.06916983110412188,0.09729165972705302,0.39133744673173665,0.9867308288747771,其他类型
83,社区主导,0.009296715294580909,0.0014991942538535121,0.002108709749357436,0.008481889316380926,0.021386508614172784,社区主导
84,社区主导,0.4742494683248888,0.07647777255480724,0.10757073286596282,0.43268308980365977,1.0909810635493187,其他类型
85,社区主导,0.09184930168063722,0.014811677128623578,0.020833543008306487,0.08379901782042955,0.21129353963799685,社区主导
86,其他类型,0.5432456724804757,0.08760414456149379,0.12322066553157328,0.4956320076046853,1.249702490178228,其他类型
87,社区主导,0.14485959721409558,0.02336015128757327,0.03285750238166511,0.1321631383830465,0.3332403892663805,社区主导
88,社区主导,0.11203953625189056,0.01806756726767317,0.025413154530564547,0.10221964591097263,0.2577399039611009,社区主导
89,政府主导,1.3675035936834437,0.22052450406535404,0.3101813994414252,1.247646480917538,3.145855978107761,政府主导
90,社区主导,0.09318421068539497,0.015026945408433834,0.02113633120216228,0.0850169265190422,0.2143644138150333,社区主导
91,社区主导,0.05950974079557199,0.009596578858453178,0.013498183672517594,0.054293911202033245,0.136898414528576,社区主导
92,社区主导,0.06685904404575867,0.010781732200615787,0.015165175392021635,0.06099907262145823,0.15380502425985432,社区主导
93,其他类型,0.4184506520635274,0.06747961975995691,0.09491427258675822,0.38177485302138253,0.9626193974316251,其他类型
94,政府主导,1.1336643472142567,0.18281543763450514,0.25714125750017414,1.0343024617096255,2.6079235040585615,政府主导
95,其他类型,0.46037254783399345,0.07423997148185632,0.1044231267918835,0.4200224349458519,1.0590580810535852,其他类型
96,社区主导,0.11065169029330182,0.01784376234083381,0.02509835901292744,0.10095344000534508,0.25454725165240816,社区主导
97,社区主导,0.069274039181367,0.01117117586062532,0.01571295206644303,0.06320240151674754,0.15936056862518289,社区主导
98,社区主导,0.018955858751503067,0.0030568339049467795,0.004299626576715441,0.017294441179770224,0.043606760412935514,社区主导
99,社区主导,0.11850625436538151,0.01911039436626005,0.026879955556536963,0.10811957782680082,0.27261618211497934,社区主导
100,社区主导,0.06672706115850147,0.010760448555810796,0.015135238624863687,0.06087865759250445,0.1535014059316804,社区主导
101,政府主导,0.04561804211592129,0.007356394645332603,0.010347225563905773,0.04161977341424979,0.10494143573940946,社区主导
102,社区主导,0.12037476163550133,0.01941171104359016,0.027303776161169614,0.10982431668884249,0.2769145655291036,社区主导
103,社区主导,0.08938939117502326,0.014414990387322591,0.020275578490584985,0.08155471023697775,0.2056346702899086,社区主导
104,政府主导,0.2309906189345662,0.037249694932857354,0.05239400742339137,0.21074506434195758,0.5313793856327725,社区主导
105,政府主导,1.0862544421104299,0.175170086017808,0.24638759602504806,0.9910478761007512,2.4988600002540373,政府主导
106,政府主导,0.6656403458465417,0.10734158786253181,0.15098260432590066,0.6072991975218277,1.531263735556802,政府主导
107,社区主导,0.43254565426541985,0.06975258882909117,0.09811134462979157,0.39463447545816777,0.9950440631824704,其他类型
108,社区主导,0.15531816148541722,0.0250467060504434,0.03522974631346248,0.14170504450222332,0.3572996583515464,社区主导
109,社区主导,0.026324894469402012,0.004245169317472006,0.005971094075645361,0.02401760558215974,0.06055876344467912,社区主导
110,政府主导,1.111836480230124,0.17929546184525347,0.2521901931232809,1.0143877342058136,2.557709869404472,政府主导
111,社区主导,0.11695901651396576,0.01886088580084886,0.026529006276229637,0.1067079501942462,0.26905685878529045,社区主导
112,社区主导,0.1305028951325206,0.02104498032847871,0.02960107076159773,0.11906475318508783,0.3002136994076849,社区主导
113,政府主导,1.537263579204765,0.24790010789568445,0.34868688500020667,1.402527571917667,3.5363781440183235,政府主导
114,其他类型,0.6108507133722834,0.09850617669058445,0.13855505023811165,0.5573116929455891,1.4052236332465686,政府主导
115,其他类型,0.45661105846598393,0.07363339130081774,0.10356993412639985,0.41659062753073206,1.0504050114239336,其他类型
116,其他类型,0.5818070320826204,0.09382257407175452,0.13196727251747498,0.5308135931078153,1.3384104717796652,政府主导
117,其他类型,0.39001536292470745,0.06289412684845179,0.0884644922575941,0.35583182179880146,0.8972058038295548,社区主导
118,社区主导,0.10792071242262395,0.01740336310288921,0.024478910156132325,0.0984618232040779,0.2482648088857234,社区主导
119,社区主导,0.07673600068488068,0.012374496544766817,0.0174054972798004,0.07001034707067788,0.17652634158012578,社区主导
120,社区主导,0.42799269659644557,0.06901837596367802,0.0970786286735899,0.39048056928951075,0.9845702705232243,其他类型
121,社区主导,0.1455209827901602,0.02346680674853975,0.03300751990593466,0.1327665557271165,0.3347618651717511,社区主导
122,社区主导,0.5259297483392924,0.08481176756058062,0.11929301400104492,0.4798337662557243,1.2098682961566423,其他类型
123,社区主导,0.07892582807202489,0.012727629509659407,0.017902200708308384,0.0720082434169889,0.18156390170698158,社区主导
124,社区主导,0.12137538660790458,0.0195730724665611,0.027530741015733586,0.11073724023164241,0.2792164403218417,社区主导
125,社区主导,0.014954099094888039,0.0024115075835096653,0.0033919350604001853,0.01364342236262387,0.03440096410142176,社区主导
126,社区主导,0.10675278602105796,0.017215022544458624,0.02421399747337547,0.09739626164240071,0.24557806768129278,社区主导
127,社区主导,0.08936896712100481,0.014411696791309955,0.02027094584341172,0.08153607628293194,0.20558768603865843,社区主导
128,其他类型,0.5945591604862359,0.09587899045338195,0.1348597497675244,0.5424480401399613,1.3677459408471035,政府主导
129,政府主导,0.9307188203432702,0.15008831218326027,0.21110852469713928,0.849144430982611,2.141060088206281,政府主导
130,社区主导,0.15962527182610992,0.025741273418473213,0.036206698417424514,0.1456346510380382,0.36720789470004583,社区主导
131,政府主导,1.2862171397953288,0.20741619852692098,0.2917437542760971,1.173484512635904,2.958861605234251,政府主导
132,社区主导,0.13507318067239504,0.021781987497434763,0.03063771707913078,0.12323446849475932,0.3107273537437199,社区主导
133,政府主导,1.0647963398811215,0.17170973872939183,0.24152040283477935,0.9714705047086563,2.449496986153949,政府主导
134,社区主导,0.10916293453588378,0.01760368463530125,0.024760674822263955,0.0995951687069968,0.2511224627004458,社区主导
135,社区主导,0.056550727177360385,0.00911940643002752,0.01282701104137965,0.051594245223237016,0.13009138987200458,社区主导
136,社区主导,0.7030347491360937,0.11337183325153016,0.15946451866763015,0.641416106527202,1.617287207582456,政府主导
137,社区主导,0.05924459506024816,0.009553821287608455,0.013438042495837285,0.054052004602931726,0.13628846344662562,社区主导
138,政府主导,0.8753081562787325,0.1411527530599014,0.19854010630108815,0.798590326156304,2.013591341796026,政府主导
139,社区主导,0.019158744133890807,0.003089551331460192,0.004345645667360555,0.017479544337476637,0.04407348547018819,社区主导
140,社区主导,0.012811330495372237,0.002065963348805139,0.0029059056518143606,0.011688460258717805,0.029471659754709542,社区主导
141,政府主导,0.6569211913758183,0.1059355314364961,0.14900489871096315,0.5993442477562676,1.5112058692795451,政府主导
142,政府主导,1.2224227491318114,0.19712867429063716,0.27727371305359233,1.115281486785545,2.812106623261586,政府主导
143,其他类型,0.5127509104005736,0.08268653972643251,0.11630374917298496,0.467810009350972,1.1795512086509632,其他类型
144,社区主导,0.12794162320749022,0.020631947979859823,0.029020115132869877,0.116727968171361,0.29432165449158093,社区主导
145,社区主导,0.04492039016264379,0.007243890845183643,0.010188981987662014,0.040983268319541126,0.10333653131503058,社区主导
146,社区主导,0.016887610977704887,0.002723306946255147,0.003830500212564301,0.015407468400638965,0.0388488865371633,社区主导
147,社区主导,0.04580059031930638,0.0073858324853539855,0.010388631712637703,0.041786321878621836,0.10536137639591991,社区主导
148,社区主导,0.10162377764620416,0.016387915373818524,0.023050619912389533,0.0927167936841145,0.23377910661652673,社区主导
149,政府主导,0.9372043666676887,0.15113417553118236,0.2125795963962137,0.8550615408796994,2.1559796794747843,政府主导
150,其他类型,0.528863771047945,0.08528490993894858,0.11995851811669514,0.4825106316945365,1.2166178307981252,其他类型
151,其他类型,0.45311530870275524,0.07306966445839232,0.1027770173409056,0.4134012685335007,1.0423632590355538,其他类型
152,其他类型,[1.22309066],[0.19723638],[0.27742521],[1.11589085],[2.8136431],政府主导
153,社区主导,0.023953667769856683,0.003862783783452849,0.005433245093415848,0.021854208966011413,0.055103905612736793,社区主导
154,社区主导,0.1368725733082837,0.022072158704648466,0.03104586088842138,0.12487615038892413,0.3148667432902777,社区主导
155,其他类型,0.5297533914931811,0.08542837070087876,0.12016030458069395,0.48332227988542825,1.218664346660182,其他类型
156,政府主导,0.15857725361346317,0.02557226933127161,0.03596898368136064,0.1446784881138705,0.3647969947399659,社区主导
157,其他类型,0.47288085335579694,0.07625706882963278,0.10726029938091,0.43143442935566845,1.0878326509220082,其他类型
158,社区主导,0.6515683543592381,0.105072329515948,0.14779075164440045,0.5944605689875175,1.4988920045071041,政府主导
159,政府主导,1.1620099302852824,0.18738646448814883,0.2635706904212764,1.060163649300996,2.673130734495704,政府主导
160,社区主导,0.1110308976366604,0.017904913559535066,0.02518437199672122,0.1012994110943168,0.2554195942872335,社区主导
161,其他类型,0.5071353702668364,0.08178097413320735,0.11503001497195783,0.46268665251398056,1.1666330118859822,其他类型
162,政府主导,1.2457699632540131,0.200893660971029,0.28256940045283113,1.1365823957362355,2.865815420414109,政府主导
163,社区主导,0.12039695318678496,0.019415289667342135,0.027308809717545426,0.10984456322493424,0.2769656157966068,社区主导
164,政府主导,1.1482019735398743,0.185159784552899,0.26043872691748704,1.0475659137472146,2.641366398757475,政府主导
165,社区主导,0.07913521955938728,0.012761396114821827,0.017949695533829274,0.07219928244134576,0.18204559364938414,社区主导
166,其他类型,0.599390419971089,0.09665808244760372,0.13595559100333418,0.5468558559018494,1.3788599493238762,政府主导
167,社区主导,0.03929805538876877,0.006337229543944539,0.008913706605319994,0.03585371236987738,0.09040270390791069,社区主导
168,社区主导,0.0811964685425616,0.01309379444406158,0.01841723441062014,0.07407986985042543,0.18678736724766876,社区主导
169,政府主导,0.6183801087924115,0.09972037181124464,0.1402628910212371,0.5641811620590531,1.4225445336839464,政府主导
170,社区主导,0.0726644717468183,0.011717919184384548,0.016481980479034472,0.06629567401607578,0.1671600454263131,社区主导
171,社区主导,0.10512609531307174,0.016952701360585066,0.023845026450123933,0.09591214493021452,0.24183596805399526,社区主导
172,社区主导,0.06816209928839718,0.01099186372237553,0.015460738416921931,0.06218791943358253,0.1568026208612772,社区主导
173,政府主导,0.8991849884073879,0.1450031462787161,0.20395592329645376,0.8203744338678861,2.068518491850444,政府主导
174,社区主导,0.03640912260442602,0.005871358395606772,0.008258429925917658,0.03321798487443147,0.08375689580038193,社区主导
175,政府主导,0.9722789874205481,0.1567903313047629,0.2205353304800231,0.887061988523095,2.236666637728429,政府主导
176,社区主导,0.06428496777410599,0.010366635014871933,0.014581315441745686,0.05865060551923265,0.14788352374995625,社区主导
177,政府主导,0.2164488625596049,0.034904682000065114,0.04909560121549814,0.197477844240026,0.4979269900151942,社区主导
178,社区主导,0.5010534370565157,0.08080019769418392,0.11365049204916598,0.45713778039248715,1.1526419071923528,其他类型
179,社区主导,0.06968024037626595,0.011236680125089127,0.015805087879226645,0.06357300053652423,0.16029500891710596,社区主导
180,社区主导,0.006599670327241902,0.0010642670576021562,0.0014969576587670842,0.006021231313052999,0.015182126356664142,社区主导
181,其他类型,0.40279908381873375,0.06495563785528695,0.09136413541414112,0.3674950923453182,0.9266139494334801,其他类型
182,政府主导,1.179712252128271,0.19024115222956475,0.26758598587496557,1.0763144218865248,2.7138538121193263,政府主导
183,社区主导,0.0037893839479073124,0.0006110784788320741,0.0008595198004685093,0.0034572571284564994,0.008717239355664395,社区主导
184,社区主导,0.10217350037228709,0.01647656401218616,0.023175309723274688,0.09321833505325296,0.2350437091610009,社区主导
185,社区主导,0.011397107002314813,0.0018379047638883562,0.002585127100133979,0.01039818872122856,0.02621832758756571,社区主导
186,社区主导,0.7290509143682341,0.11756721669476239,0.16536558582173427,0.6651520419563876,1.6771357588411184,政府主导
187,政府主导,0.5820815692277486,0.0938668461073503,0.13202954388280655,0.5310640679910861,1.3390420272089916,政府主导
